"Gene","Cluster","Cluster_Correlation","Is_Core_Gene"
"ENST00000655252.1|ENSG00000241860|chr1:167129-168165|-",1,0.967500191629919,TRUE
"ENST00000453146.1|CEP85|chr1:26277136-26278807|+",1,0.992957586596332,TRUE
"ENST00000469609.5|CEP85|chr1:26277133-26278807|+",1,0.992398044713115,TRUE
"ENST00000430799.7|ARID1A|chr1:26779023-26781177|+",1,0.99939636814133,TRUE
"ENST00000457599.6|ARID1A|chr1:26779023-26780817|+",1,0.985326930324481,TRUE
"ENST00000374152.7|ARID1A|chr1:26779023-26780756|+",1,0.996657661976687,TRUE
"ENST00000466382.2|ARID1A|chr1:26779023-26781180|+",1,0.999459772667937,TRUE
"ENST00000686422.1|PIGV|chr1:26794113-26795699|+",1,0.963684789285528,TRUE
"ENST00000374142.9|ZDHHC18|chr1:26853726-26857604|+",1,0.98736319364381,TRUE
"ENST00000488397.3|ZDHHC18|chr1:26856848-26857602|+",1,0.997300419544091,TRUE
"ENST00000374135.9|GPN2|chr1:26878245-26879749|-",1,0.971626012298407,TRUE
"ENST00000445019.5|GPATCH3|chr1:26890488-26890851|-",1,0.997273809076491,TRUE
"ENST00000361720.10|GPATCH3|chr1:26890488-26891226|-",1,0.999232739474859,TRUE
"ENST00000263980.8|SLC9A1|chr1:27098809-27100644|-",1,0.993985528882266,TRUE
"ENST00000374089.5|SLC9A1|chr1:27098815-27100644|-",1,0.99397259095967,TRUE
"ENST00000611517.4|TMEM222|chr1:27335379-27336399|+",1,0.997781680174788,TRUE
"ENST00000374076.9|TMEM222|chr1:27335379-27336400|+",1,0.997505235075048,TRUE
"ENST00000486082.5|TMEM222|chr1:27335379-27335648|+",1,0.997446131808674,TRUE
"ENST00000478104.5|TMEM222|chr1:27335379-27335824|+",1,0.978760046403785,TRUE
"ENST00000374011.6|AHDC1|chr1:27534303-27534916|-",1,0.983929782306016,TRUE
"ENST00000419687.6|FAM76A|chr1:27760495-27761473|+",1,0.961428389092295,TRUE
"ENST00000311772.10|PPP1R8|chr1:27850093-27851676|+",1,0.964134905560904,TRUE
"ENST00000236412.11|PPP1R8|chr1:27850093-27851528|+",1,0.96471102099693,TRUE
"ENST00000373931.8|PPP1R8|chr1:27850093-27851672|+",1,0.964038156570769,TRUE
"ENST00000328928.11|THEMIS2|chr1:27885867-27886685|+",1,0.990886821019614,TRUE
"ENST00000373921.8|THEMIS2|chr1:27885867-27886675|+",1,0.997444917465203,TRUE
"ENST00000373927.7|THEMIS2|chr1:27885867-27886533|+",1,0.983539865552392,TRUE
"ENST00000456990.1|THEMIS2|chr1:27885867-27886673|+",1,0.996622480901401,TRUE
"ENST00000263697.6|DNAJC8|chr1:28200278-28201370|-",1,0.961912871575376,TRUE
"ENST00000497986.5|ATP5IF1|chr1:28237761-28238105|+",1,0.97331870059443,TRUE
"ENST00000463428.5|PHACTR4|chr1:28466382-28467241|+",1,0.992616497019263,TRUE
"ENST00000493669.2|PHACTR4|chr1:28496534-28497156|+",1,0.999865960325667,TRUE
"ENST00000373836.4|PHACTR4|chr1:28496534-28497303|+",1,0.97047039321154,TRUE
"ENST00000437681.1|SNHG3|chr1:28508830-28509633|+",1,0.994297033401856,TRUE
"ENST00000480930.5|TRNAU1AP|chr1:28577500-28577744|+",1,0.996690836556673,TRUE
"ENST00000491577.5|TRNAU1AP|chr1:28577500-28577764|+",1,0.972333436652186,TRUE
"ENST00000689843.1|TAF12|chr1:28603096-28603574|-",1,0.984854112230637,TRUE
"ENST00000263974.4|TAF12|chr1:28603101-28603574|-",1,0.985807825530086,TRUE
"ENST00000647103.1|EPB41|chr1:29116819-29119429|+",1,0.98182848655209,TRUE
"ENST00000646800.1|EPB41|chr1:29069166-29073093|+",1,0.986334676600223,TRUE
"ENST00000649717.1|EPB41|chr1:29116819-29118846|+",1,0.94242847173682,TRUE
"ENST00000373798.5|EPB41|chr1:29116819-29119429|+",1,0.98182848655209,TRUE
"ENST00000644600.1|EPB41|chr1:29069166-29072293|+",1,0.96895794372813,TRUE
"ENST00000643173.1|EPB41|chr1:29069166-29072280|+",1,0.972771102033684,TRUE
"ENST00000644780.1|EPB41|chr1:29070391-29072312|+",1,0.971908139830834,TRUE
"ENST00000643604.1|EPB41|chr1:29069166-29072173|+",1,0.978728275760815,TRUE
"ENST00000643302.1|EPB41|chr1:29070386-29072350|+",1,0.975638434362237,TRUE
"ENST00000636666.1|EPB41|chr1:29070391-29072806|+",1,0.978968009792078,TRUE
"ENST00000644848.1|EPB41|chr1:29069166-29072314|+",1,0.964712298503091,TRUE
"ENST00000644470.1|EPB41|chr1:29069166-29069522|+",1,0.991945475623131,TRUE
"ENST00000460378.1|EPB41|chr1:29116819-29119429|+",1,0.98182848655209,TRUE
"ENST00000294507.4|LAPTM5|chr1:30733427-30733917|-",1,0.9732492835074,TRUE
"ENST00000373742.6|PUM1|chr1:30933080-30933342|-",1,0.999989913564686,TRUE
"ENST00000263694.9|SNRNP40|chr1:31259568-31260121|-",1,0.992800749848883,TRUE
"ENST00000486941.1|SNRNP40|chr1:31259673-31260121|-",1,0.986483043374516,TRUE
"ENST00000489853.1|SNRNP40|chr1:31259674-31260121|-",1,0.986483043374516,TRUE
"ENST00000373720.3|SNRNP40|chr1:31259710-31260121|-",1,0.996309155745445,TRUE
"ENST00000618216.4|ZCCHC17|chr1:31364032-31364953|+",1,0.986169649445059,TRUE
"ENST00000373714.5|ZCCHC17|chr1:31364032-31364936|+",1,0.982669777905657,TRUE
"ENST00000497275.5|FABP3|chr1:31365713-31365939|-",1,0.999969009207378,TRUE
"ENST00000498148.5|FABP3|chr1:31365721-31365939|-",1,0.999460558935682,TRUE
"ENST00000398556.7|ADGRB2|chr1:31727117-31727605|-",1,0.974107585597322,TRUE
"ENST00000530999.1|ADGRB2|chr1:31727170-31727605|-",1,0.968148529382512,TRUE
"ENST00000527361.5|ADGRB2|chr1:31727195-31727605|-",1,0.970316015651647,TRUE
"ENST00000602725.5|PTP4A2|chr1:31906421-31908960|-",1,0.996252888438464,TRUE
"ENST00000327300.12|KHDRBS1|chr1:32042527-32043877|+",1,0.986539988724997,TRUE
"ENST00000373625.8|KPNA6|chr1:32170707-32176563|+",1,0.963939880606366,TRUE
"ENST00000681089.1|CCDC28B|chr1:32204186-32204769|+",1,0.96588877614921,TRUE
"ENST00000677844.1|EIF3I|chr1:32231115-32231454|+",1,0.965638104560882,TRUE
"ENST00000373586.2|EIF3I|chr1:32231121-32231604|+",1,0.751764203520866,FALSE
"ENST00000677183.1|EIF3I|chr1:32231115-32231558|+",1,0.547223061131124,FALSE
"ENST00000677053.1|EIF3I|chr1:32231115-32231587|+",1,0.719702622174819,FALSE
"ENST00000329421.8|MARCKSL1|chr1:32333839-32335097|-",1,0.966544878179964,TRUE
"ENST00000468695.6|ZBTB8OS|chr1:32620820-32621948|-",1,0.967697927138615,TRUE
"ENST00000294521.7|KIAA1522|chr1:32772865-32773197|+",1,0.989482594844155,TRUE
"ENST00000373476.5|S100PBP|chr1:32855924-32857854|+",1,0.969422997322906,TRUE
"ENST00000373475.10|S100PBP|chr1:32855924-32858875|+",1,0.98086632962673,TRUE
"ENST00000482771.1|TMEM54|chr1:32894646-32894879|-",1,0.988432350513057,TRUE
"ENST00000329151.5|TMEM54|chr1:32894646-32894879|-",1,0.988432350513057,TRUE
"ENST00000373456.11|RNF19B|chr1:32936445-32937259|-",1,0.987092169990913,TRUE
"ENST00000235150.5|RNF19B|chr1:32936449-32937259|-",1,0.986240143506118,TRUE
"ENST00000356990.9|RNF19B|chr1:32936454-32937309|-",1,0.975551104022333,TRUE
"ENST00000652171.1|AZIN2|chr1:33120044-33120259|+",1,0.976195165485422,TRUE
"ENST00000489419.1|CSMD2|chr1:33598689-33601010|-",1,0.996548969207812,TRUE
"ENST00000446026.1|SMIM12|chr1:34855050-34855982|-",1,0.990454725454121,TRUE
"ENST00000456842.1|SMIM12|chr1:34855169-34855982|-",1,0.998285513292106,TRUE
"ENST00000417239.1|SMIM12|chr1:34855689-34855982|-",1,0.987926728935213,TRUE
"ENST00000235180.4|DLGAP3|chr1:34865436-34866301|-",1,0.997607401367123,TRUE
"ENST00000357182.9|ZMYM6|chr1:34986165-34988935|-",1,0.995575997600614,TRUE
"ENST00000325722.8|KIAA0319L|chr1:35433492-35435081|-",1,0.989282194833593,TRUE
"ENST00000459931.1|NCDN|chr1:35560326-35560843|+",1,0.971003465861966,TRUE
"ENST00000630477.1|PSMB2|chr1:35602634-35603374|-",1,0.817814207213341,TRUE
"ENST00000373210.4|AGO4|chr1:35853497-35857890|+",1,0.994760710487168,TRUE
"ENST00000674304.1|AGO1|chr1:35919499-35924298|+",1,0.999789999092458,TRUE
"ENST00000373204.6|AGO1|chr1:35919499-35929720|+",1,0.999800460999288,TRUE
"ENST00000635259.1|AGO1|chr1:35919499-35920019|+",1,0.997959782864061,TRUE
"ENST00000634486.1|AGO3|chr1:36055637-36056239|+",1,0.934922289097755,TRUE
"ENST00000373191.9|AGO3|chr1:36055637-36072500|+",1,0.984670881431404,TRUE
"ENST00000246314.10|AGO3|chr1:36055637-36056462|+",1,0.999109753970636,TRUE
"ENST00000373178.5|ADPRS|chr1:36093097-36093932|+",1,0.564047361414638,FALSE
"ENST00000316156.8|MAP7D1|chr1:36180248-36180849|+",1,0.971950935537507,TRUE
"ENST00000373151.6|MAP7D1|chr1:36180248-36180840|+",1,0.97414965342884,TRUE
"ENST00000373148.5|MAP7D1|chr1:36180248-36180832|+",1,0.975499958336094,TRUE
"ENST00000480549.6|SH3D21|chr1:36323940-36324977|+",1,0.99535953929822,TRUE
"ENST00000315732.3|LSM10|chr1:36393436-36394153|-",1,0.987833177128164,TRUE
"ENST00000373074.5|MEAF6|chr1:37493311-37494107|-",1,0.987348145524389,TRUE
"ENST00000475828.5|MEAF6|chr1:37493335-37494107|-",1,0.985863812383951,TRUE
"ENST00000487788.5|MEAF6|chr1:37493398-37494107|-",1,0.971261590885252,TRUE
"ENST00000472584.1|C1orf109|chr1:37689646-37689886|-",1,0.970260314397987,TRUE
"ENST00000373019.5|SF3A3|chr1:37956975-37958263|-",1,0.980276084276502,TRUE
"ENST00000487062.1|SF3A3|chr1:37958063-37958263|-",1,0.987797606248173,TRUE
"ENST00000485803.5|FHL3|chr1:37996770-37997559|-",1,0.999896143121948,TRUE
